ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Genus,Family
greenlandicwestkal,Greenlandic (West),,64.0,-51.0,kala1399,kal,Eskimo,Eskimo-Aleut
haidahai,Haida,,53.0,-132.0,haid1248,hai,Haida,Haida
tlingittli,Tlingit,,59.0,-135.0,tlin1245,tli,Tlingit,Na-Dene
slaveden,Slave,,67.0,-125.0,slav1253,den,Athapaskan,Na-Dene
sarceesrs,Sarcee,,52.5,-116.0,sars1236,srs,Athapaskan,Na-Dene
hupahup,Hupa,,41.083333333333336,-123.66666666666667,hupa1239,hup,Athapaskan,Na-Dene
wiyotwiy,Wiyot,,40.833333333333336,-124.16666666666667,wiyo1248,wiy,Wiyot,Algic
yurokyur,Yurok,,41.333333333333336,-124.0,yuro1248,yur,Yurok,Algic
blackfootbla,Blackfoot,,50.0,-112.66666666666667,siks1238,bla,Algonquian,Algic
arapahoarp,Arapaho,,40.0,-103.0,arap1274,arp,Algonquian,Algic
ottawaotw,Ottawa,,47.0,-83.0,otta1242,otw,Algonquian,Algic
quileutequi,Quileute,,47.916666666666664,-124.25,quil1240,qui,Chimakuan,Chimakuan
kwakwalakwk,Kwakw'ala,,51.0,-127.0,kwak1269,kwk,Northern Wakashan,Wakashan
halkomelemupriverhur,Halkomelem (Upriver),,49.5,-121.0,halk1245,hur,Central Salish,Salishan
musqueamhur,Musqueam,,49.166666666666664,-123.0,musq1240,hur,Central Salish,Salishan
thompsonthp,Thompson,,49.75,-121.75,thom1243,thp,Interior Salish,Salishan
yuchiyuc,Yuchi,,35.75,-86.75,yuch1247,yuc,Yuchi,Yuchi
mandanmhq,Mandan,,47.0,-102.0,mand1446,mhq,Core Siouan,Siouan
assiniboineasb,Assiniboine,,49.0,-104.0,assi1247,asb,Core Siouan,Siouan
lakhotalkt,Lakhota,,43.833333333333336,-101.83333333333333,lako1247,lkt,Core Siouan,Siouan
osageosa,Osage,,37.0,-94.0,osag1243,osa,Core Siouan,Siouan
wichitawic,Wichita,,33.333333333333336,-97.33333333333333,wich1260,wic,Caddoan,Caddoan
cherokeechr,Cherokee,,35.5,-80.0,cher1273,chr,Southern Iroquoian,Iroquoian
gitksangit,Gitksan,,55.333333333333336,-127.75,gitx1241,git,Tsimshianic,Penutian
tsimshiancoasttsi,Tsimshian (Coast),,52.5,-129.0,nucl1649,tsi,Tsimshianic,Penutian
chinooklowerchh,Chinook (Lower),,46.25,-123.5,chin1286,chh,Chinookan,Penutian
klamathkla,Klamath,,42.5,-121.5,klam1254,kla,Klamath-Modoc,Penutian
klikitat,Klikitat,,45.833333333333336,-120.83333333333333,klik1240,,Sahaptian,Penutian
yakimayak,Yakima,,46.333333333333336,-121.0,yaki1237,yak,Sahaptian,Penutian
nezpercenez,Nez Perce,,46.0,-116.0,nezp1238,nez,Sahaptian,Penutian
wikchamni,Wikchamni,,36.416666666666664,-119.08333333333333,wikc1234,,Yokuts,Penutian
takelmatkm,Takelma,,42.5,-123.0,take1257,tkm,Takelma,Takelma
cooshaniscsz,Coos (Hanis),,43.5,-124.16666666666667,coos1249,csz,Coosan,Oregon Coast
siuslawsis,Siuslaw,,44.0,-124.0,sius1254,sis,Siuslawan,Oregon Coast
zunizun,Zuni,,35.083333333333336,-108.83333333333333,zuni1245,zun,Zuni,Zuni
choctawcho,Choctaw,,32.25,-88.5,choc1276,cho,Muskogean,Muskogean
chickasawcic,Chickasaw,,34.0,-88.0,chic1270,cic,Muskogean,Muskogean
creekmus,Creek,,34.0,-85.0,cree1270,mus,Muskogean,Muskogean
seminolemus,Seminole,,33.0,-84.0,semi1265,mus,Muskogean,Muskogean
wappowao,Wappo,,38.5,-122.5,wapp1239,wao,Wappo,Wappo-Yukian
totonacmisantlatlc,Totonac (Misantla),,19.916666666666668,-96.91666666666667,yecu1235,tlc,Totonacan,Totonacan
tepehuahuehuetlatee,Tepehua (Huehuetla),,20.5,-98.0,hueh1236,tee,Totonacan,Totonacan
tepehuatlachichilcotpt,Tepehua (Tlachichilco),,20.583333333333332,-98.25,tlac1235,tpt,Totonacan,Totonacan
mixeayutlamxp,Mixe (Ayutla),,17.083333333333332,-96.08333333333333,tlah1239,mxp,Mixe-Zoque,Mixe-Zoque
olutecplo,Olutec,,17.95,-95.0,olut1240,plo,Mixe-Zoque,Mixe-Zoque
popolucasierrapoi,Popoluca (Sierra),,18.333333333333332,-95.16666666666667,high1276,poi,Mixe-Zoque,Mixe-Zoque
zoquecopainalazoc,Zoque (Copainalá),,17.0,-93.25,copa1236,zoc,Mixe-Zoque,Mixe-Zoque
zoquechimalapazoh,Zoque (Chimalapa),,16.75,-94.75,chim1300,zoh,Mixe-Zoque,Mixe-Zoque
huastechus,Huastec,,22.083333333333332,-99.33333333333333,huas1242,hus,Mayan,Mayan
huastecsoutheasternhus,Huastec (Southeastern),,21.716666666666665,-98.0,huas1242,hus,Mayan,Mayan
lacandonlac,Lacandón,,17.0,-91.5,laca1243,lac,Mayan,Mayan
itzajitz,Itzaj,,17.0,-89.83333333333333,itza1241,itz,Mayan,Mayan
cholctu,Chol,,17.75,-92.5,chol1282,ctu,Mayan,Mayan
chontalmayachf,Chontal Maya,,18.166666666666668,-92.58333333333333,taba1266,chf,Mayan,Mayan
chorticaa,Chortí,,14.833333333333334,-89.25,chor1273,caa,Mayan,Mayan
tzeltaltzh,Tzeltal,,17.0,-92.33333333333333,tzel1254,tzh,Mayan,Mayan
chujcac,Chuj,,15.916666666666666,-91.58333333333333,chuj1250,cac,Mayan,Mayan
jakaltekjac,Jakaltek,,15.666666666666666,-91.66666666666667,popt1235,jac,Mayan,Mayan
kanjobalwesternknj,Kanjobal (Western),,15.833333333333334,-91.83333333333333,west2635,knj,Mayan,Mayan
mammam,Mam,,15.0,-91.83333333333333,mamm1241,mam,Mayan,Mayan
ixilixl,Ixil,,15.5,-91.0,ixil1251,ixl,Mayan,Mayan
sipakapensequm,Sipakapense,,15.25,-91.75,sipa1247,qum,Mayan,Mayan
karokkyh,Karok,,41.666666666666664,-123.0,karo1304,kyh,Karok,Karok
chimarikocid,Chimariko,,41.0,-123.0,chim1301,cid,Chimariko,Hokan
serisei,Seri,,29.0,-112.0,seri1257,sei,Seri,Hokan
kiliwaklb,Kiliwa,,31.333333333333332,-115.66666666666667,kili1268,klb,Yuman,Hokan
cocopacoc,Cocopa,,32.333333333333336,-115.0,coco1261,coc,Yuman,Hokan
maricopamrc,Maricopa,,33.166666666666664,-113.16666666666667,mari1440,mrc,Yuman,Hokan
washowas,Washo,,39.25,-120.0,wash1253,was,Washo,Washo
chontalhuamelultecoaxacaclo,Chontal (Huamelultec Oaxaca),,16.0,-95.75,lowl1260,clo,Tequistlatecan,Tequistlatecan
tonkawatqw,Tonkawa,,30.25,-96.75,tonk1249,tqw,Tonkawa,Tonkawa
toljic,Tol,,15.0,-87.0,toll1241,jic,Tol,Tol
pamesouthernpmz,Pame (Southern),,22.0,-99.5,sout2999,pmz,Pamean,Oto-Manguean
otomimezquitalote,Otomí (Mezquital),,20.0,-99.0,mezq1235,ote,Otomian,Oto-Manguean
otomisantiagomexquititlanotq,Otomí (Santiago Mexquititlan),,20.083333333333332,-100.08333333333333,quer1236,otq,Otomian,Oto-Manguean
ocuiltecoocu,Ocuilteco,,18.916666666666668,-99.66666666666667,atzi1235,ocu,Matlatzincan,Oto-Manguean
chichimecajonezpei,Chichimeca-Jonez,,22.0,-100.5,chic1272,pei,Chichimec,Oto-Manguean
amuzgoazg,Amuzgo,,16.833333333333332,-98.0,sanp1260,azg,Amuzgoan,Oto-Manguean
triquecopalatrc,Trique (Copala),,17.166666666666668,-97.91666666666667,copa1237,trc,Mixtecan,Oto-Manguean
mixtecatatlahucamib,Mixtec (Atatlahuca),,17.0,-97.75,atat1238,mib,Mixtecan,Oto-Manguean
mixtecjicaltepecmio,Mixtec (Jicaltepec),,16.333333333333332,-98.0,pino1237,mio,Mixtecan,Oto-Manguean
mixtecocotepecmie,Mixtec (Ocotepec),,17.166666666666668,-97.75,ocot1243,mie,Mixtecan,Oto-Manguean
mixtecdiuxitilantongoxtd,Mixtec (Diuxi-Tilantongo),,17.366666666666667,-97.38333333333334,diux1235,xtd,Mixtecan,Oto-Manguean
mixtecpenolesmil,Mixtec (Peñoles),,17.083333333333332,-96.91666666666667,peno1244,mil,Mixtecan,Oto-Manguean
mixtecyosonduampm,Mixtec (Yosondúa),,19.916666666666668,-97.58333333333333,yoso1239,mpm,Mixtecan,Oto-Manguean
mazatecchiquihuitlanmaq,Mazatec (Chiquihuitlán),,17.75,-96.91666666666667,chiq1250,maq,Popolocan,Oto-Manguean
chinanteccomaltepeccco,Chinantec (Comaltepec),,17.583333333333332,-96.41666666666667,coma1246,cco,Chinantecan,Oto-Manguean
chinanteclealaocle,Chinantec (Lealao),,17.333333333333332,-95.91666666666667,leal1235,cle,Chinantecan,Oto-Manguean
chinantecpalantlacpa,Chinantec (Palantla),,18.833333333333332,-96.75,pala1351,cpa,Chinantecan,Oto-Manguean
chatinosierraoccidentalctp,Chatino (Sierra Occidental),,16.25,-96.66666666666667,west2644,ctp,Zapotecan,Oto-Manguean
chatinoyaitepecctp,Chatino (Yaitepec),,16.25,-97.25,yait1239,ctp,Zapotecan,Oto-Manguean
zapotecisthmuszai,Zapotec (Isthmus),,16.416666666666668,-95.0,isth1244,zai,Zapotecan,Oto-Manguean
zapotecjuarezzaa,Zapotec (Juarez),,17.5,-96.58333333333333,sier1250,zaa,Zapotecan,Oto-Manguean
zapoteczoogochozpq,Zapotec (Zoogocho),,17.216666666666665,-96.41666666666667,zoog1238,zpq,Zapotecan,Oto-Manguean
tlapanectcf,Tlapanec,,17.5,-100.0,mali1285,tcf,Subtiaba-Tlapanec,Oto-Manguean
towatow,Towa,,35.833333333333336,-107.0,jeme1245,tow,Kiowa-Tanoan,Kiowa-Tanoan
paiutenorthernpao,Paiute (Northern),,42.0,-118.0,nort2954,pao,Numic,Uto-Aztecan
shoshoneshh,Shoshone,,41.0,-114.0,shos1248,shh,Numic,Uto-Aztecan
tumpisashoshonepar,Tümpisa Shoshone,,37.0,-117.0,pana1305,par,Numic,Uto-Aztecan
uteute,Ute,,38.0,-113.0,utes1238,ute,Numic,Uto-Aztecan
luisenolui,Luiseño,,33.0,-117.5,luis1253,lui,Takic,Uto-Aztecan
cupenocup,Cupeño,,33.25,-116.66666666666667,cupe1243,cup,Takic,Uto-Aztecan
oodhamood,O'odham,,32.0,-112.0,toho1245,ood,Tepiman,Uto-Aztecan
nevomepia,Nevome,,28.0,-108.0,pima1248,pia,Tepiman,Uto-Aztecan
pimabajopia,Pima Bajo,,28.75,-111.0,pima1248,pia,Tepiman,Uto-Aztecan
tepehuansoutheasternstp,Tepehuan (Southeastern),,26.0,-104.0,sout2976,stp,Tepiman,Uto-Aztecan
tarahumarawesterntac,Tarahumara (Western),,27.0,-108.0,lowl1265,tac,Tarahumaran,Uto-Aztecan
tarahumaracentraltar,Tarahumara (Central),,27.5,-107.5,cent2131,tar,Tarahumaran,Uto-Aztecan
yaquiyaq,Yaqui,,28.0,-110.0,yaqu1251,yaq,Cahita,Uto-Aztecan
nahuatlhuastecanhe,Nahuatl (Huasteca),,21.0,-99.0,east2538,nhe,Aztecan,Uto-Aztecan
nahuatlmichoacanncl,Nahuatl (Michoacán),,18.5,-103.0,mich1245,ncl,Aztecan,Uto-Aztecan
nahuatltetelcingonhg,Nahuatl (Tetelcingo),,19.0,-99.0,tete1251,nhg,Aztecan,Uto-Aztecan
coracrn,Cora,,22.5,-105.0,elna1235,crn,Corachol,Uto-Aztecan
tubartbu,Tubar,,27.0,-108.0,tuba1279,tbu,Tubar,Uto-Aztecan
purepechatsz,Purépecha,,20.0,-102.0,pure1242,tsz,Tarascan,Tarascan
xincaguazacapanxin,Xinca (Guazacapán),,14.083333333333334,-90.41666666666667,xinc1247,xin,Xincan,Xincan
miskitomiq,Miskito,,14.0,-84.0,misk1235,miq,Misumalpan,Misumalpan
sumuyan,Sumu,,13.0,-84.5,maya1285,yan,Misumalpan,Misumalpan
shirianashb,Shiriana,,3.0,-64.0,nina1238,shb,Yanomam,Yanomam
pechpay,Pech,,15.0,-86.0,pech1241,pay,Paya,Chibchan
ramarma,Rama,,12.0,-84.0,rama1270,rma,Rama,Chibchan
bribribzd,Bribri,,10.0,-83.0,brib1243,bzd,Talamanca,Chibchan
teribetfr,Teribe,,9.333333333333334,-82.66666666666667,teri1250,tfr,Talamanca,Chibchan
borucabrn,Boruca,,8.833333333333334,-83.25,boru1252,brn,Talamanca,Chibchan
ngaberegym,Ngäbere,,8.0,-81.0,ngab1239,gym,Guaymiic,Chibchan
bugleresab,Buglere,,8.0,-81.5,bugl1243,sab,Guaymiic,Chibchan
ikaarh,Ika,,10.666666666666666,-73.75,arhu1242,arh,Arhuacic,Chibchan
muiscachb,Muisca,,5.0,-74.0,chib1270,chb,Chibcha-Duit,Chibchan
waraowba,Warao,,9.0,-62.0,wara1303,wba,Warao,Warao
mochicaomc,Mochica,,-7.5,-79.33333333333333,moch1259,omc,Chimúan,Chimúan
allentiac,Allentiac,,-31.0,-68.0,alle1238,,Huarpe,Huarpe
pirahamyp,Pirahã,,-7.0,-62.0,pira1253,myp,Mura,Mura
emberanorthernemp,Emberá (Northern),,7.0,-77.0,nort2972,emp,Choco,Choco
epenapedeesja,Epena Pedee,,3.0,-77.0,epen1239,sja,Choco,Choco
paezpbb,Páez,,2.6666666666666665,-76.0,paez1247,pbb,Páezan,Páezan
awapitkwi,Awa Pit,,1.5,-78.25,awac1239,kwi,Barbacoan,Barbacoan
cholonclh,Cholón,,-8.0,-77.5,chil1275,clh,Hibito-Cholón,Hibito-Cholón
urarinaura,Urarina,,-4.5,-75.5,urar1246,ura,Urarina,Urarina
quechuahuallagaqub,Quechua (Huallaga),,-9.5,-75.5,hual1241,qub,Quechuan,Quechuan
quechuaimbaburaqvi,Quechua (Imbabura),,0.3333333333333333,-78.0,imba1240,qvi,Quechuan,Quechuan
aymaracentralayr,Aymara (Central),,-17.0,-69.0,cent2142,ayr,Aymaran,Aymaran
aymarasouthernayc,Aymara (Southern),,-17.166666666666668,-70.33333333333333,sout2996,ayc,Aymaran,Aymaran
jaqarujqr,Jaqaru,,-13.0,-76.0,jaqa1244,jqr,Aymaran,Aymaran
mapudungunarn,Mapudungun,,-38.0,-72.0,mapu1245,arn,Araucanian,Araucanian
qawasqaralc,Qawasqar,,-49.0,-75.0,qawa1238,alc,Alacalufan,Alacalufan
gununakunepue,Gününa Küne,,-41.0,-67.0,puel1244,pue,Puelche,Puelche
selknamona,Selknam,,-54.0,-68.5,onaa1245,ona,Chonan,Chonan
kwaza,Kwaza,,-12.583333333333334,-60.666666666666664,kwaz1243,,Kwaza,Kwaza
ticunatca,Ticuna,,-3.0,-70.0,ticu1245,tca,Ticuna,Ticuna
nambikuarasouthernnab,Nambikuára (Southern),,-13.0,-59.0,sout2994,nab,Nambikuaran,Nambikuaran
hupjup,Hup,,-1.0,-67.0,hupd1244,jup,Nadahup,Nadahup
dawkwa,Dâw,,-0.25,-67.08333333333333,daww1239,kwa,Nadahup,Nadahup
cacuacbv,Cacua,,1.0833333333333333,-70.0,cacu1241,cbv,Cacua-Nukak,Cacua-Nukak
kotiriagvc,Kotiria,,0.8333333333333334,-69.5,guan1269,gvc,Tucanoan,Tucanoan
barasanobsn,Barasano,,0.0,-70.75,bara1380,bsn,Tucanoan,Tucanoan
cubeocub,Cubeo,,1.3333333333333333,-70.5,cube1242,cub,Tucanoan,Tucanoan
retuaratnc,Retuarã,,-0.5,-70.66666666666667,tani1257,tnc,Tucanoan,Tucanoan
sionasnn,Siona,,0.5,-76.0,sion1247,snn,Tucanoan,Tucanoan
secoyasey,Secoya,,-0.3333333333333333,-76.0,seco1241,sey,Tucanoan,Tucanoan
cayuvavacyb,Cayuvava,,-13.5,-65.5,cayu1262,cyb,Cayuvava,Cayuvava
yuracareyuz,Yuracare,,-16.583333333333332,-65.25,yura1255,yuz,Yurakare,Yurakare
piaroapid,Piaroa,,5.0,-67.0,piar1243,pid,Piaroa,Sáliban
cuica,Cuica,,9.0,-70.5,cuic1235,,Timote-Cuica,Timote-Cuica
cofancon,Cofán,,0.16666666666666666,-77.16666666666667,cofa1242,con,Cofán,Cofán
aguarunaagr,Aguaruna,,-5.25,-78.0,agua1253,agr,Jivaroan,Jivaroan
karitianaktn,Karitiana,,-9.5,-64.0,kari1311,ktn,Arikem,Tupian
karoararaarr,Karó (Arára),,-10.333333333333334,-62.0,karo1305,arr,Ramarama,Tupian
jurunajur,Juruna,,-5.0,-54.5,juru1256,jur,Yuruna,Tupian
mekensskf,Mekens,,-13.0,-62.0,saki1248,skf,Tupari,Tupian
akuntsuaqz,Akuntsú,,-12.833333333333334,-61.0,akun1241,aqz,Tupari,Tupian
emerilloneme,Émérillon,,3.1666666666666665,-52.416666666666664,emer1243,eme,Tupi-Guaraní,Tupian
kayabikyz,Kayabí,,-11.0,-55.5,kaya1329,kyz,Tupi-Guaraní,Tupian
guaranigug,Guaraní,,-27.0,-58.0,para1311,gug,Tupi-Guaraní,Tupian
kamaiurakay,Kamaiurá,,-12.083333333333334,-52.583333333333336,kama1373,kay,Tupi-Guaraní,Tupian
cocamacod,Cocama,,-5.0,-75.0,coca1259,cod,Tupi-Guaraní,Tupian
yuquiyuq,Yuqui,,-16.75,-65.0,yuqu1240,yuq,Tupi-Guaraní,Tupian
kanoe,Kanoê,,-13.25,-61.0,kano1245,,Kapixana,Kapixana
paumaripad,Paumarí,,-7.0,-65.0,paum1247,pad,Arauan,Arauan
kulinacul,Kulina,,-6.0,-70.5,culi1244,cul,Arauan,Arauan
jarawarajaa,Jarawara,,-7.5,-65.5,jama1261,jaa,Arauan,Arauan
chipayacap,Chipaya,,-18.75,-67.83333333333333,chip1262,cap,Uru-Chipaya,Uru-Chipaya
uruure,Uru,,-19.0,-67.5,uruu1244,ure,Uru-Chipaya,Uru-Chipaya
yaneshaame,Yanesha’,,-10.5,-75.41666666666667,yane1238,ame,Yanesha’,Arawakan
paresipab,Paresi,,-14.0,-57.5,pare1272,pab,Central Arawakan,Arawakan
apurinaapu,Apurinã,,-9.0,-67.0,apur1254,apu,Purus,Arawakan
campaaxinincacpc,Campa (Axininca),,-11.0,-74.0,ajyi1238,cpc,Pre-AndineArawakan,Arawakan
baurebrg,Baure,,-13.0,-63.0,baur1253,brg,Bolivia-Parana,Arawakan
palikurplu,Palikur,,3.0,-51.0,pali1279,plu,Eastern Arawakan,Arawakan
resigarorgr,Resígaro,,-1.0,-73.0,resi1247,rgr,Inland Northern Arawakan,Arawakan
achaguaaca,Achagua,,8.0,-70.0,acha1250,aca,Inland Northern Arawakan,Arawakan
barebae,Baré,,-0.3333333333333333,-64.0,bare1276,bae,Inland Northern Arawakan,Arawakan
tarianatae,Tariana,,1.0,-69.0,tari1256,tae,Inland Northern Arawakan,Arawakan
goajiroguc,Goajiro,,12.0,-72.0,wayu1243,guc,Caribbean Arawakan,Arawakan
arawakarw,Arawak,,5.5,-55.0,araw1276,arw,Caribbean Arawakan,Arawakan
yaguayad,Yagua,,-3.0,-71.0,yagu1244,yad,Peba-Yaguan,Peba-Yaguan
huitotominicahto,Huitoto (Minica),,-1.0,-72.5,mini1256,hto,Huitoto,Bora-Huitotoan
caribcar,Carib,,4.0,-53.0,gali1262,car,Cariban,Cariban
caribdekwanamch,Carib (De'kwana),,5.5,-65.0,maqu1238,mch,Cariban,Cariban
apalaiapy,Apalaí,,-8.0,-54.0,apal1257,apy,Cariban,Cariban
hixkaryanahix,Hixkaryana,,-1.0,-59.0,hixk1239,hix,Cariban,Cariban
panarepbh,Panare,,6.5,-66.0,enap1235,pbh,Cariban,Cariban
akawaioake,Akawaio,,6.0,-59.5,akaw1239,ake,Cariban,Cariban
wichimtp,Wichí,,-23.0,-63.0,wich1262,mtp,Matacoan,Matacoan
araonaaro,Araona,,-12.333333333333334,-68.0,arao1248,aro,Tacanan,Tacanan
cavinenacav,Cavineña,,-13.333333333333334,-66.5,cavi1250,cav,Tacanan,Tacanan
guatogta,Guató,,-17.833333333333332,-57.25,guat1253,gta,Guató,Guató
fulniofun,Fulniô,,-9.0,-38.0,fuln1247,fun,Fulniô,Fulniô
ofayeopy,Ofayé,,-22.25,-53.75,ofay1240,opy,Ofayé,Macro-Ge
karajakpj,Karajá,,-11.0,-50.0,kara1500,kpj,Karajá,Macro-Ge
canelaram,Canela,,-6.0,-46.0,cane1242,ram,Ge-Kaingang,Je-Jabutí
ndyukadjk,Ndyuka,,4.5,-54.5,ndyu1242,djk,Creole,Creole
saramaccansrm,Saramaccan,,4.5,-55.5,sara1340,srm,Creole,Creole
